date,places
27.08.2023,"Балканци, Балчик, Ваклино, Добрич, Кранево, Ломница, Ляхово, Овчарово, Шабла"
26.08.2023,"Балканци, Добрич, Изворово, Каварна, Ломница, Овчарово"
25.08.2023,"Александрия, Балчик, Бранище, Вранино, Гешаново, Добрич, Изворово, Каварна, Карапелит, Конаре, Кочмар, Кранево, Крушари, Могилище, Оброчище, Опанец, Плачидол, Подслон, Пчеларово, Смин, Стефаново, Тервел, Тригорци, Шабла"
24.08.2023,"Батово, Врачанци, Гешаново, Граничар, Добрич, Каварна, Карапелит, Козлодуйци, Конаре, Красен, Малка Смолница, Орлова могила, Орляк, Подслон, Самуилово, Смолница, Сноп, Тервел, Шабла"
23.08.2023,"Балчик, Безмер, Бенковски, Гешаново, Граничар, Добрич, Каварна, Карапелит, Къпиново, Могилище, Подслон, Пчеларово, Соколово, Твърдица, Тервел, Шабла"
22.08.2023,"Балчик, Богдан, Българево, Гешаново, Добрич, Зограф, Зърнево, Каблешково, Каварна, Кочмар, Ловчанци, Опанец, Самуилово, Спасово, Стражица, Твърдица, Тервел, Хаджи Димитър, Царичино, Шабла"
21.08.2023,"Балчик, Безводица, Бенковски, Божурово, Великово, Гурково, Добрич, Каварна, Коларци, Крушари, Ловчанци, Миладиновци, Могилище, Нова Камена, Орляк, Паскалево, Сноп, Соколово, Сърнино, Твърдица, Телериг, Тервел, Шабла"
20.08.2023,"Балчик, Добрич, Ловчанци, Методиево, Миладиновци, Шабла"
19.08.2023,"Добрич, Крушари, Твърдица, Шабла"
18.08.2023,"Алцек, Балчик, Безмер, Вранино, Горичане, Добрево, Добрич, Каварна, Ломница, Методиево, Овчарово, Пчеларово, Свобода, Сноп, Соколово, Тервел, Царичино, Шабла"
17.08.2023,"Балчик, Владимирово, Дебрене, Добрич, Земенци, Каварна, Крушари, Ново Ботево, Раковски, Росен, Сърнино, Шабла"
16.08.2023,"Александрия, Балик, Балчик, Божаново, Ваклино, Гешаново, Граничар, Добрич, Дончево, Дуранкулак, Захари Стояново, Каварна, Карапелит, Кладенци, Кранево, Крушари, Победа, Подслон, Пчеларово, Самуилово, Смин, Спасово, Стаевци, Сърнино, Твърдица, Тервел, Хаджи Димитър, Черноморци, Шабла"
15.08.2023,"Белгун, Бистрец, Видно, Владимирово, Вранино, Добрич, Жегларци, Изворово, Каварна, Конаре, Крушари, Лозенец, Методиево, Орляк, Раковски, Самуилово, Северци, Спасово, Тервел, Тюленово, Шабла"
14.08.2023,"Абрит, Балчик, Батово, Бистрец, Воднянци, Горичане, Гурково, Добрич, Изворово, Каварна, Карапелит, Крушари, Лозенец, Оброчище, Орляк, Паскалево, Пчеларово, Северци, Твърдица, Тервел, Царевец, Шабла"
13.08.2023,"Добрич, Жегларци, Орляк, Тервел"
12.08.2023,"Добрич, Жегларци, Орляк, Тервел"
11.08.2023,"Добрич, Каварна, Крушари, Ловчанци, Лозенец, Опанец, Славеево, Сърнец, Тервел"
10.08.2023,"Александрия, Балчик, Добрич, Козлодуйци, Крушари, Ловчанци, Оброчище, Орляк, Росица, Сенокос, Соколово, Спасово, Тервел, Шабла"
09.08.2023,"Балчик, Божурец, Добрич, Каварна, Кранево, Одърци, Росен, Топола, Тригорци"
08.08.2023,"Балчик, Безмер, Бистрец, Ведрина, Добрич, Каварна, Камен, Камен бряг, Карапелит, Кладенци, Крушари, Лозенец, Ново Ботево, Преселенци, Росеново, Тервел, Тюленово, Шабла"
07.08.2023,"Балчик, Божан, Ведрина, Добрич, Житен, Захари Стояново, Каварна, Коларци, Коритен, Крушари, Малка Смолница, Могилище, Ново Ботево, Рогачево, Смолница, Сноп, Стефаново, Тервел, Хаджи Димитър, Черноморци, Шабла"
06.08.2023,"Божан, Ведрина, Добрич, Ново Ботево, Тервел"
05.08.2023,"Божан, Ведрина, Горичане, Добрич, Каварна, Могилище, Ново Ботево, Тервел, Шабла"
04.08.2023,"Алцек, Балчик, Белгун, Ведрина, Добрич, Житен, Загорци, Каварна, Кочмар, Крушари, Могилище, Ново Ботево, Победа, Рогачево, Росен, Сърнино, Тервел, Топола, Тюленово, Хаджи Димитър, Царичино, Шабла"
03.08.2023,"Александрия, Балчик, Василево, Великово, Гурково, Добрич, Загорци, Каварна, Котленци, Кочмар, Крушари, Къпиново, Одърци, Пролез, Рогачево, Септемврийци, Тервел, Хаджи Димитър, Шабла"
02.08.2023,"Абрит, Александрия, Балик, Балчик, Божан, Ведрина, Гурково, Добрич, Езерец, Зимница, Кардам, Козлодуйци, Коритен, Крушари, Лозенец, Ломница, Огражден, Орляк, Северняк, Северци, Смолница, Телериг, Тервел, Тригорци, Чернооково, Шабла"
01.08.2023,"Балчик, Великово, Габер, Добрич, Зърнево, Каварна, Крушари, Лозенец, Оброчище, Паскалево, Пролез, Северци, Сираково, Смолница, Соколово, Стражица, Тервел, Тюленово, Черна, Шабла"
31.07.2023,"Абрит, Александрия, Балик, Балчик, Добрич, Долина, Зимница, Каварна, Коритен, Крушари, Северняк, Сираково, Сърнино, Телериг, Тервел, Хаджи Димитър"
30.07.2023,"Балчик, Гурково, Добрич, Рогачево, Сираково, Сърнино, Тригорци"
29.07.2023,"Балчик, Гурково, Добрич, Каблешково, Сираково, Сърнино, Тервел, Тригорци, Царичино"
28.07.2023,"Балчик, Бенковски, Гурково, Добрич, Каварна, Карапелит, Конаре, Кранево, Крушари, Росен, Сираково, Сърнино, Телериг, Тервел, Тригорци, Тюленово, Шабла"
27.07.2023,"Балчик, Ведрина, Гурково, Дебрене, Добрич, Каварна, Кранево, Крушари, Орляк, Сираково, Славеево, Стефаново, Сърнино, Тервел, Тригорци"
26.07.2023,"Ангеларий, Балчик, Батово, Брястово, Ведрина, Генерал Колево, Горун, Гурково, Дебрене, Добрич, Каварна, Камен, Камен бряг, Крушари, Мали извор, Одърци, Раковски, Сноп, Спасово, Стефан Караджа, Стефаново, Тервел, Хаджи Димитър"
25.07.2023,"Абрит, Балчик, Безмер, Бенковски, Ведрина, Горун, Добрич, Житница, Каварна, Калина, Крушари, Смолница, Тервел, Тянево, Царичино, Шабла"
24.07.2023,"Абрит, Александрия, Балчик, Добрич, Житница, Каблешково, Каварна, Крушари, Сираково, Славеево, Смолница, Тервел, Топола, Тригорци, Тянево, Храброво, Шабла"
21.07.2023,"Балчик, Бдинци, Ведрина, Владимирово, Вратарите, Врачанци, Добрич, Долина, Драганово, Житница, Златия, Каварна, Козлодуйци, Красен, Крушари, Ново Ботево, Одринци, Опанец, Орлова могила, Самуилово, Смин, Смолница, Тервел, Тянево, Царевец, Чернооково, Шабла"
20.07.2023,"Балчик, Батово, Богдан, Габер, Добрич, Дуранкулак, Загорци, Каварна, Крушари, Люляково, Одърци, Преселенци, Раковски, Селце, Соколово, Тервел, Хитово, Шабла"
19.07.2023,"Балчик, Врачанци, Габер, Гешаново, Добрич, Долина, Дуранкулак, Загорци, Златия, Изворово, Каварна, Камен, Камен бряг, Кладенци, Козлодуйци, Кранево, Крушари, Ловчанци, Орлова могила, Присад, Свети Никола, Сноп, Снягово, Тервел, Шабла"
18.07.2023,"Балчик, Батово, Белгун, Бенковски, Воднянци, Гешаново, Добрич, Дуранкулак, Загорци, Каварна, Крушари, Стефаново, Тюленово, Шабла"
17.07.2023,"Балчик, Белгун, Божан, Българево, Граничар, Гурково, Добрич, Загорци, Каварна, Камен, Кочмар, Крушари, Методиево, Оброчище, Орлова могила, Преселенци, Пчелино, Самуилово, Смолница, Тервел, Челопечене, Шабла"
16.07.2023,"Добрич, Методиево"
15.07.2023,"Добрич, Ново Ботево, Пчелино, Тервел"
14.07.2023,"Балчик, Белгун, Добрич, Каварна, Крушари, Пчелино, Смолница, Телериг, Тервел, Шабла"
13.07.2023,"Балчик, Белгун, Добрич, Дропла, Житница, Каварна, Кранево, Крушари, Методиево, Паскалево, Смолница, Стефаново, Телериг, Тервел, Тюленово, Черноморци, Шабла"
12.07.2023,"Балик, Балчик, Войниково, Добрич, Долина, Коларци, Крушари, Ловчанци, Методиево, Славеево, Тервел, Шабла"
11.07.2023,"Балчик, Белгун, Бенковски, Добрич, Дуранкулак, Енево, Изворово, Каварна, Крушари, Медово, Орляк, Септемврийци, Смолница, Тервел, Царичино, Шабла"
10.07.2023,"Балчик, Белгун, Бенковски, Българево, Гешаново, Добрич, Дъбовик, Енево, Зърнево, Каварна, Камен, Крушари, Медово, Раковски, Соколово, Спасово, Стефан Караджа, Стожер, Телериг, Тервел, Тянево, Царевец, Чернооково, Шабла"
09.07.2023,"Бенковски, Добрич, Енево, Медово"
08.07.2023,"Бенковски, Добрич, Енево, Медово"
07.07.2023,"Балик, Балчик, Безводица, Белгун, Бенковски, Божурово, Воднянци, Добрево, Добрич, Дропла, Енево, Змеево, Каварна, Котленци, Кремена, Крушари, Ломница, Малка Смолница, Медово, Методиево, Оброчище, Овчарово, Орлова могила, Орляк, Паскалево, Победа, Приморци, Росеново, Росица, Самуилово, Свобода, Сенокос, Сливенци, Смолница, Тервел, Царевец, Челопечене"
06.07.2023,"Алцек, Балчик, Воднянци, Гуслар, Добрич, Каварна, Коритен, Крушари, Мали извор, Малка Смолница, Оброчище, Орлова могила, Росеново, Самуилово, Смолница, Тервел, Хитово, Шабла"
05.07.2023,"Ангеларий, Балик, Балчик, Белгун, Василево, Добрич, Дуранкулак, Каварна, Крагулево, Крушари, Лозенец, Северци, Телериг, Тервел, Топола, Черна, Шабла"
04.07.2023,"Балчик, Врачанци, Добрич, Долина, Дончево, Каварна, Козлодуйци, Кочмар, Крагулево, Крушари, Ломница, Люляково, Методиево, Паскалево, Рогачево, Селце, Тервел, Тюленово, Шабла"
03.07.2023,"Божан, Горун, Добрич, Каварна, Крагулево, Крапец, Крушари, Методиево, Телериг, Тервел, Топола, Шабла"
02.07.2023,"Балчик, Генерал Колево, Добрич, Методиево, Сенокос"
01.07.2023,"Генерал Колево, Добрич, Методиево"
30.06.2023,"Александрия, Балчик, Бранище, Генерал Колево, Добрич, Захари Стояново, Каварна, Камен, Камен бряг, Коларци, Кочмар, Крушари, Методиево, Оброчище, Орляк, Сираково, Тервел, Шабла"
29.06.2023,"Балчик, Безводица, Градини, Гурково, Добрич, Дончево, Жегларци, Каварна, Карапелит, Коритен, Крушари, Миладиновци, Соколово, Тервел, Топола"
28.06.2023,"Бежаново, Бонево, Войниково, Добрич, Каварна, Камен, Камен бряг, Кочмар, Крушари, Паскалево, Сноп, Телериг, Тервел, Тянево"
27.06.2023,"Александрия, Балчик, Божаново, Добрич, Кардам, Коритен, Кремена, Крушари, Одринци, Орляк, Пчеларово, Соколово, Спасово, Тервел, Царевец, Шабла"
26.06.2023,"Александрия, Балчик, Божаново, Брястово, Добрич, Дончево, Зимница, Кочмар, Крушари, Лясково, Малина, Оброчище, Орляк, Телериг, Тервел, Черна, Шабла"
25.06.2023,"Богдан, Добрич, Дончево, Драганово, Зимница, Козлодуйци, Крушари, Опанец, Телериг, Черна"
24.06.2023,"Добрич, Зимница, Крушари, Телериг, Черна"
23.06.2023,"Балчик, Бежаново, Добрич, Драганово, Загорци, Захари Стояново, Земенци, Зимница, Кардам, Кранево, Крушари, Малка Смолница, Смолница, Сноп, Телериг, Царичино, Черна, Шабла"
22.06.2023,"Богдан, Бранище, Гешаново, Горун, Добрин, Добрич, Захари Стояново, Каварна, Калина, Крушари, Ловчанци, Методиево, Стожер, Тервел, Черна, Шабла"
21.06.2023,"Балчик, Добрич, Змеево, Каблешково, Каварна, Карапелит, Кардам, Крушари, Ломница, Сноп, Тервел, Тюленово, Шабла"
20.06.2023,"Балчик, Добрич, Енево, Змеево, Зърнево, Каварна, Крушари, Писарово, Сливенци, Тервел, Черна"
19.06.2023,"Балканци, Балчик, Добрич, Зърнево, Каварна, Крушари, Опанец, Пчеларово, Стефан Караджа, Тервел, Тригорци, Хаджи Димитър, Царевец, Черна, Шабла"
18.06.2023,"Белгун, Било, Вранино, Добрич, Каварна, Нейково, Септемврийци"
17.06.2023,"Балчик, Добрич, Ловчанци, Оброчище"
16.06.2023,"Балчик, Безводица, Божурово, Добрево, Добрич, Драганово, Дропла, Змеево, Каварна, Кремена, Крушари, Ломница, Методиево, Миладиновци, Овчарово, Паскалево, Победа, Росеново, Свобода, Сенокос, Стефан Караджа, Телериг, Топола, Царевец, Шабла"
15.06.2023,"Абрит, Балчик, Бенковски, Богдан, Божурово, Добрево, Добрич, Каварна, Кремена, Крушари, Ломница, Овчарово, Опанец, Паскалево, Рогачево, Росеново, Свобода, Стефан Караджа, Царевец"
14.06.2023,"Абрит, Балчик, Граничар, Дебрене, Добрич, Каварна, Крушари, Лозенец, Лясково, Пчеларово, Шабла"
13.06.2023,"Балчик, Безмер, Богдан, Дебрене, Добрич, Карапелит, Красен, Методиево, Преселенци, Сенокос, Сърнец, Тервел, Тюленово, Шабла"
12.06.2023,"Балчик, Добрич, Захари Стояново, Изворово, Каварна, Крушари, Опанец, Орляк, Преселенци, Пчелник, Телериг, Тервел, Тригорци, Шабла"
10.06.2023,"Добрич, Нова Камена, Тервел"
09.06.2023,"Балчик, Белгун, Дебрене, Добрич, Драганово, Земенци, Каварна, Камен, Коларци, Крушари, Нова Камена, Оброчище, Преселенци, Тервел, Тюленово, Хаджи Димитър, Честименско, Шабла"
08.06.2023,"Богдан, Българево, Владимирово, Добрич, Каварна, Камен, Камен бряг, Красен, Крушари, Поручик Чунчево, Пчелник, Раковски, Септемврийци, Телериг, Тюленово, Хаджи Димитър, Шабла"
07.06.2023,"Балчик, Безводица, Добрич, Дончево, Кранево, Паскалево, Пчелник, Росица, Соколово, Спасово, Тервел, Царичино"
06.06.2023,"Балчик, Бдинци, Безводица, Горичане, Гуслар, Добрич, Каблешково, Каварна, Кранево, Красен, Оброчище, Пчеларово, Тервел, Топола, Шабла"
05.06.2023,"Балчик, Владимирово, Градница, Добрин, Добрич, Долина, Каварна, Кладенци, Крушари, Орляк, Поручик Чунчево, Пчеларово, Тервел, Шабла"
03.06.2023,"Добрич, Методиево"
02.06.2023,"Балчик, Добрин, Добрич, Драганово, Земенци, Змеево, Каварна, Крагулево, Красен, Крушари, Мали извор, Нейково, Оброчище, Тервел"
01.06.2023,"Балчик, Богдан, Владимирово, Дебрене, Добрич, Загорци, Каварна, Кардам, Крушари, Овчарово, Царичино, Черноморци, Шабла"
31.05.2023,"Балчик, Богдан, Добрич, Дончево, Дъбовик, Загорци, Каварна, Кранево, Крушари, Рогачево, Тюленово, Шабла"
30.05.2023,"Бдинци, Владимирово, Воднянци, Вратарите, Добрич, Дончево, Изворово, Крагулево, Крушари, Опанец, Орлова могила, Самуилово"
29.05.2023,"Добрич, Дончево, Дуранкулак, Каварна, Крагулево, Крушари, Лясково, Самуилово, Тянево, Шабла"
28.05.2023,"Добрич, Дончево"
27.05.2023,"Добрич, Дончево, Орлова могила, Самуилово"
26.05.2023,"Балканци, Балчик, Бенковски, Ведрина, Добрич, Преселенци"
25.05.2023,"Балчик, Добрич, Дончево, Драганово, Каварна, Кранево, Крушари, Опанец, Пчеларово, Самуилово, Соколово, Стефан Караджа, Тервел, Царичино, Черноморци, Шабла"
24.05.2023,"Балчик, Добрич, Каварна"
23.05.2023,"Александрия, Балчик, Добрич, Драганово, Каварна, Конаре, Кранево, Крушари, Малка Смолница, Нейково, Орлова могила, Самуилово, Смолница, Стожер"
22.05.2023,"Балчик, Ведрина, Владимирово, Добрич, Йовково, Каварна, Кочмар, Красен, Крушари, Нова Камена, Оброчище, Славеево, Телериг, Тервел"
20.05.2023,"Безмер, Добрич, Тервел"
19.05.2023,"Александрия, Балчик, Владимирово, Добрич, Житен, Каварна, Карапелит, Красен, Крушари, Нейково, Оброчище, Рогачево"
18.05.2023,"Балчик, Бенковски, Българево, Владимирово, Дебрене, Добрич, Езерец, Зимница, Каварна, Кардам, Крушари, Оброчище, Преселенци, Прилеп, Телериг, Тервел, Шабла"
17.05.2023,"Балчик, Ведрина, Гешаново, Добрич, Каварна, Карапелит, Лясково, Оброчище, Свети Никола, Тюленово, Шабла"
16.05.2023,"Балчик, Бонево, Ведрина, Великово, Градини, Добрич, Загорци, Земенци, Зограф, Калина, Карапелит, Красен, Крушари, Мали извор, Ново Ботево, Росеново, Сенокос, Средина, Тервел"
15.05.2023,"Балчик, Безводица, Ведрина, Великово, Добрич, Дъбовик, Житен, Зограф, Каварна, Калина, Красен, Ново Ботево, Рогачево, Средина, Стожер, Тянево, Шабла"
14.05.2023,"Добрич, Каварна, Стожер"
13.05.2023,"Балчик, Великово, Генерал Тошево, Добрич, Калина, Кранево, Средина"
12.05.2023,"Балчик, Бдинци, Божурово, Великово, Владимирово, Добрич, Иречек, Каварна, Калина, Кранево, Крушари, Раковски, Средина, Шабла"
11.05.2023,"Балчик, Бенковски, Българево, Добрич, Каварна, Коларци, Кранево, Крушари, Оброчище, Свети Никола, Смолница, Тервел, Тюленово, Узово, Шабла"
10.05.2023,"Бенковски, Бистрец, Българево, Градница, Добрич, Енево, Захари Стояново, Зърнево, Каблешково, Каварна, Кладенци, Крушари, Медово, Нова Камена, Одърци, Орляк, Спасово, Тервел, Хаджи Димитър, Шабла"
09.05.2023,"Балчик, Бенковски, Българево, Воднянци, Градница, Добрич, Енево, Каблешково, Каварна, Кладенци, Коритен, Крушари, Медово, Нова Камена, Овчарово, Тервел, Шабла"
08.05.2023,"Балчик, Бенковски, Градница, Добрич, Енево, Каблешково, Кладенци, Кранево, Медово, Тервел"
07.05.2023,"Бенковски, Градница, Добрич, Енево, Каблешково, Кладенци, Медово, Тервел"
06.05.2023,"Бенковски, Градница, Добрич, Дончево, Енево, Каблешково, Каварна, Кладенци, Медово, Тервел"
05.05.2023,"Абрит, Балчик, Ведрина, Добрич, Дончево, Езерец, Житен, Каварна, Коритен, Крушари, Спасово, Тюленово, Шабла"
04.05.2023,"Балчик, Бдинци, Владимирово, Вратарите, Добрич, Захари Стояново, Каварна, Соколово, Шабла"
03.05.2023,"Балчик, Гешаново, Граничар, Добрич, Дончево, Каварна, Карапелит, Коритен, Кранево, Крушари, Подслон, Пчеларово, Самуилово, Шабла"
02.05.2023,"Балчик, Бранище, Владимирово, Добрево, Добрич, Каварна, Кладенци, Крушари, Ловчанци, Орлова могила, Рогозина, Тервел, Топола, Тюленово, Царичино, Чернооково, Шабла"
28.04.2023,"Балчик, Батово, Брястово, Българево, Врачанци, Главанци, Добрич, Долина, Каварна, Козлодуйци, Кранево, Крапец, Одърци, Пчелино, Славеево, Соколник, Стефан Караджа, Стефаново, Тервел, Тригорци, Шабла"
27.04.2023,"Добрич, Каварна, Камен, Камен бряг, Тервел"
26.04.2023,"Абрит, Балчик, Добрич, Каварна, Карапелит, Крушари, Тервел, Хаджи Димитър"
25.04.2023,"Балчик, Добрич, Зимница, Каблешково, Калина, Коларци, Кранево, Крушари, Ловчанци, Нова Камена, Спасово, Стефан Караджа, Тервел, Шабла"
24.04.2023,"Балчик, Батово, Брястово, Добрич, Езерец, Загорци, Каварна, Конаре, Красен, Крушари, Къпиново, Методиево, Селце, Тервел, Шабла"
23.04.2023,"Божурово, Добрич, Росеново"
21.04.2023,"Балчик, Батово, Великово, Добрич, Каварна, Кранево, Стефаново, Тервел"
20.04.2023,"Балик, Балчик, Бонево, Българево, Войниково, Добрич, Зимница, Каварна, Калина, Кочмар, Кранево, Красен, Крушари, Орляк, Тервел, Честименско"
19.04.2023,"Бонево, Войниково, Добрич, Каварна, Калина, Кочмар, Поручик Чунчево, Славеево, Тервел, Честименско"
18.04.2023,"Балчик, Бежаново, Добрин, Добрич, Дуранкулак, Дъбрава, Загорци, Каварна, Красен, Крушари, Оброчище, Одърци, Орляк, Спасово, Телериг, Тервел, Топола, Шабла"
17.04.2023,"Балчик, Добрич, Каблешково, Коларци, Кранево, Тервел"
16.04.2023,"Добрич, Дуранкулак, Шабла"
15.04.2023,"Балчик, Добрич"
14.04.2023,"Добрич, Земенци, Крушари"
13.04.2023,"Балчик, Божурово, Добрич, Каварна, Козлодуйци, Крушари, Паскалево, Рогачево, Росеново"
12.04.2023,"Балчик, Добрич, Каварна, Рогачево, Тервел"
11.04.2023,"Балчик, Божурово, Добрич, Дропла, Змеево, Паскалево, Росеново, Сенокос, Тервел"
10.04.2023,"Балчик, Българево, Видно, Добрич, Дончево, Изворово, Каварна, Опанец, Рогачево, Свети Никола, Соколово, Тервел"
09.04.2023,"Балчик, Българево, Видно, Добрич, Дончево, Каварна, Опанец, Рогачево, Свети Никола, Тервел"
07.04.2023,"Гешаново, Добрин, Добрич, Житен, Житница, Зимница, Каварна, Карапелит, Крушари, Лозенец, Подслон, Северци, Телериг, Тервел"
06.04.2023,"Балчик, Добрич, Каварна, Крушари, Лозенец, Северци, Спасово, Шабла"
05.04.2023,"Добрич, Крушари, Лозенец, Северци"
04.04.2023,"Балчик, Добрин, Добрич, Изворово, Каварна, Камен, Камен бряг, Крапец, Крушари, Лозенец, Северци, Шабла"
03.04.2023,"Александрия, Балчик, Безводица, Безмер, Добрич, Каварна, Крушари, Лозенец, Мали извор, Оброчище, Одърци, Свети Никола, Сърнец, Тервел, Шабла"
31.03.2023,"Балчик, Българево, Ваклино, Вичово, Добрич, Каварна, Кардам, Кранево, Нейково, Шабла"
30.03.2023,"Добрич, Житница, Каварна, Камен, Камен бряг, Ловчанци"
29.03.2023,"Балчик, Добрич, Каварна, Кардам, Кранево, Раковски, Шабла"
28.03.2023,"Балчик, Добрич, Каварна, Кардам, Мали извор, Орляк, Победа, Рогачево, Тервел, Хаджи Димитър"
27.03.2023,"Балчик, Бранище, Гурково, Добрич, Змеево, Изворово, Каварна, Кочмар, Крушари, Ловчанци, Методиево, Орлова могила, Раковски, Рогачево, Тервел, Шабла"
25.03.2023,"Добрич, Методиево"
24.03.2023,"Балчик, Българево, Воднянци, Добрич, Каварна, Крушари, Методиево, Опанец, Телериг, Тянево, Царичино"
23.03.2023,"Балчик, Добрич, Кардам, Лясково, Шабла"
22.03.2023,"Балчик, Безмер, Добрич, Коларци, Ловчанци, Лясково, Тервел"
21.03.2023,"Балчик, Добрич, Дуранкулак, Жегларци, Зимница, Златия, Змеево, Каварна, Камен, Камен бряг, Карапелит, Кранево, Крушари, Ново Ботево, Орляк, Свети Никола, Стефаново, Тервел, Шабла"
20.03.2023,"Абрит, Балчик, Гешаново, Добрич, Каварна, Кремена, Крушари, Соколово, Тервел, Царевец"
18.03.2023,"Белгун, Добрич, Зограф, Каварна, Тервел"
17.03.2023,"Балчик, Добрич, Каварна, Карапелит, Пролез, Тервел, Царичино, Шабла"
16.03.2023,"Александрия, Балчик, Добрич, Карапелит, Крушари, Пролез, Шабла"
15.03.2023,"Балчик, Бдинци, Владимирово, Вратарите, Добрич, Житница, Каварна, Камен, Камен бряг, Кардам, Крушари, Медово, Орлова могила, Самуилово, Северци, Тригорци, Тюленово, Шабла"
14.03.2023,"Балик, Балчик, Бдинци, Бранище, Владимирово, Вратарите, Гурково, Добрин, Добрич, Зимница, Зограф, Крушари, Опанец, Подслон, Приморци, Присад, Самуилово, Тервел, Тригорци"
13.03.2023,"Балик, Балчик, Гурково, Добрич, Изворово, Коритен, Крапец, Крушари, Методиево, Нова Камена, Тервел, Шабла"
10.03.2023,"Балчик, Гешаново, Добрич, Енево, Зимница, Зърнево, Каварна, Карапелит, Красен, Крушари, Могилище, Оброчище, Подслон, Преселенци, Рогачево, Телериг, Тервел"
09.03.2023,"Балчик, Добрич, Зимница, Каварна, Кардам, Коритен, Кочмар, Крушари, Лозенец, Мали извор, Методиево, Оброчище, Подслон, Телериг, Тервел"
08.03.2023,"Александрия, Балик, Балчик, Добрич, Кранево, Красен, Крушари, Тервел"
07.03.2023,"Балчик, Божурово, Ведрина, Добрич, Изворово, Каварна, Кранево, Крупен, Крушари, Нейково, Оброчище, Огражден, Росеново, Телериг, Тервел, Шабла"
06.03.2023,"Александрия, Балик, Балчик, Божурово, Добрич, Каварна, Камен, Красен, Крупен, Крушари, Росеново, Соколово, Спасово, Тервел, Хитово, Царичино, Шабла"
02.03.2023,"Балчик, Добрич, Каварна, Карапелит, Самуилово, Соколник, Соколово, Царичино, Шабла"
01.03.2023,"Балик, Гешаново, Добрич, Дуранкулак, Кардам, Котленци, Пчелино, Шабла"
28.02.2023,"Алцек, Балчик, Бранище, Воднянци, Добрин, Добрич, Коларци, Кранево, Крушари, Оброчище, Сноп, Тервел, Хитово, Шабла"
27.02.2023,"Балчик, Владимирово, Добрич, Зимница, Каварна, Крушари, Лозенец, Ново Ботево, Оброчище, Росеново, Стефаново, Царичино, Шабла"
26.02.2023,Добрич
25.02.2023,"Алцек, Балчик, Владимирово, Воднянци, Гешаново, Добрич, Кранево, Подслон, Хитово"
24.02.2023,"Балчик, Градини, Добрич, Драганово, Дъбовик, Крушари, Ляхово, Пчеларово, Росеново, Телериг, Тервел"
23.02.2023,"Балик, Балчик, Градини, Добрич, Дуранкулак, Каварна, Калина, Крушари, Оброчище, Опанец, Септемврийци, Тервел, Царичино, Шабла"
22.02.2023,"Балчик, Воднянци, Добрич, Зимница, Крушари, Опанец, Пчеларово, Соколово, Тервел"
21.02.2023,"Балчик, Батово, Добрич, Зимница, Каварна, Коларци, Кранево, Красен, Крушари, Медово, Одърци, Росица, Свети Никола, Соколово, Тервел, Шабла"
20.02.2023,"Балчик, Божурово, Воднянци, Добрич, Зимница, Змеево, Каварна, Кранево, Крушари, Лозенец, Медово, Пчелино, Свети Никола, Славеево, Соколово, Тюленово, Шабла"
18.02.2023,"Балчик, Божурово, Добрич, Соколово"
17.02.2023,"Балчик, Безмер, Горун, Добрич, Дропла, Каварна, Малина, Методиево, Свети Никола, Соколово, Тервел, Шабла"
16.02.2023,"Александрия, Балчик, Божурово, Добрич, Дропла, Змеево, Зограф, Каварна, Карапелит, Красен, Крушари, Медово, Паскалево, Росеново, Тервел, Хаджи Димитър"
15.02.2023,"Балчик, Гешаново, Добрич, Камен, Крушари, Медово, Северняк, Сенокос, Соколово"
14.02.2023,"Безводица, Божурово, Гешаново, Добрич, Зограф, Козлодуйци, Росеново, Стаевци, Стожер, Тервел, Шабла"
13.02.2023,"Балчик, Безводица, Ведрина, Добрич, Каварна, Крагулево, Крушари, Паскалево, Раковски, Стаевци, Стожер, Шабла"
11.02.2023,"Балчик, Добрич, Оброчище, Стожер"
10.02.2023,"Балчик, Великово, Добрево, Добрич, Енево, Каварна, Крушари, Ломница, Могилище, Овчарово, Свобода, Северняк, Сливенци, Соколово, Царевец, Черноморци, Шабла"
09.02.2023,"Балчик, Безводица, Добрич, Енево"
08.02.2023,"Балчик, Безводица, Градини, Добрич, Крушари, Оброчище, Сираково, Телериг, Шабла"
07.02.2023,"Балчик, Добрич, Енево, Медово, Сираково, Сърнино"
06.02.2023,"Балчик, Бенковски, Владимирово, Добрич, Крушари, Медово, Одърци, Паскалево, Поручик Кърджиево, Сираково, Соколово, Сърнино, Шабла"
05.02.2023,"Бенковски, Добрич, Медово, Паскалево, Тюленово, Шабла"
03.02.2023,"Балчик, Бенковски, Гурково, Добрич, Изворово, Каварна, Коларци, Крагулево, Крушари, Нейково, Соколово, Тервел, Тюленово, Шабла"
02.02.2023,"Балчик, Врачанци, Горун, Дебрене, Добрич, Изворово, Козлодуйци, Кранево, Кремена, Крушари, Шабла"
01.02.2023,"Божурец, Врачанци, Добрич, Зърнево, Изворово, Каварна, Козлодуйци, Малка Смолница, Росен, Свобода, Селце, Смолница, Спасово, Тервел, Топола, Тюленово, Шабла"
31.01.2023,"Балчик, Добрич, Каварна, Кранево, Кремена, Нейково, Соколово, Тервел, Шабла"
30.01.2023,"Балчик, Добрич, Изворово, Камен, Крагулево, Крушари, Оброчище, Стражица, Шабла"
29.01.2023,"Балчик, Гурково, Добрич, Кранево"
28.01.2023,"Добрич, Коларци, Тервел"
